0,0,188
0,1,257
0,2,250
0,3,288
0,4,286
0,5,287
0,6,272
0,7,290
0,8,289
0,9,289
0,10,291
0,11,289
0,12,289
0,13,296
0,14,294
0,15,305
0,16,289
0,17,308
0,18,300
0,19,308
0,20,297
0,21,304
0,22,298
0,23,306
0,24,313
0,25,311
0,26,300
0,27,300
0,28,298
0,29,312
0,30,294
0,31,520
0,32,560
0,33,523
0,34,541
0,35,572
0,36,470
0,37,531
0,38,556
0,39,516
0,40,526
0,41,507
0,42,549
0,43,564
0,44,558
0,45,544
0,46,561
0,47,563
0,48,560
0,49,567
0,50,546
0,51,589
0,52,591
0,53,554
0,54,581
0,55,561
0,56,567
0,57,558
0,58,549
0,59,563
0,60,462
0,61,564
0,62,542
0,63,592
0,64,587
0,65,502
0,66,591
0,67,577
0,68,592
0,69,573
0,70,553
0,71,593
0,72,591
0,73,580
0,74,583
0,75,582
0,76,584
0,77,588
0,78,575
0,79,574
0,80,580
0,81,577
0,82,582
0,83,594
0,84,590
0,85,572
0,86,582
0,87,564
0,88,554
0,89,589
0,90,586
0,91,587
0,92,585
0,93,598
0,94,565
0,95,571
0,96,598
0,97,595
0,98,575
0,99,529
0,100,485
0,101,309
0,102,506
0,103,564
0,104,568
0,105,591
0,106,591
0,107,562
0,108,594
0,109,555
0,110,589
0,111,589
0,112,589
0,113,591
0,114,596
0,115,564
0,116,574
0,117,575
0,118,576
0,119,600
0,120,574
0,121,589
0,122,595
0,123,597
0,124,584
0,125,550
0,126,597
0,127,577
0,128,599
0,129,583
0,130,563
0,131,593
0,132,594
0,133,581
0,134,593
0,135,599
0,136,586
0,137,575
0,138,589
0,139,595
0,140,579
0,141,586
0,142,596
0,143,589
0,144,593
0,145,574
0,146,583
0,147,573
0,148,593
0,149,577
0,150,579
0,151,577
0,152,587
0,153,570
0,154,586
0,155,581
0,156,582
0,157,609
0,158,601
0,159,587
0,160,473
0,161,519
0,162,577
0,163,587
0,164,578
0,165,597
0,166,554
0,167,581
0,168,588
0,169,583
0,170,599
0,171,573
0,172,551
0,173,513
0,174,598
0,175,583
0,176,596
0,177,494
0,178,590
0,179,580
0,180,591
0,181,588
0,182,510
0,183,598
0,184,584
0,185,594
0,186,549
0,187,567
1,188,589
1,189,602
1,190,602
1,191,588
1,192,587
1,193,534
1,194,599
1,195,608
1,196,615
1,197,598
1,198,601
1,199,579
1,200,563
1,201,573
1,202,601
1,203,603
1,204,604
1,205,598
1,206,605
1,207,591
1,208,559
1,209,581
1,210,617
1,211,592
1,212,601
1,213,584
1,214,572
1,215,558
1,216,591
1,217,589
1,218,606
1,219,555
1,220,535
1,221,565
1,222,564
1,223,566
1,224,544
1,225,594
1,226,579
1,227,598
1,228,335
1,229,584
1,230,574
1,231,586
1,232,569
1,233,544
1,234,564
1,235,552
1,236,558
1,237,585
1,238,585
1,239,569
1,240,593
1,241,574
1,242,601
1,243,590
1,244,604
1,245,594
1,246,597
1,247,565
1,248,592
1,249,562
1,250,607
1,251,598
1,252,554
1,253,579
1,254,568
1,255,581
1,256,588
1,257,583
1,258,591
1,259,557
1,260,571
1,261,595
1,262,576
1,263,601
1,264,555
1,265,590
1,266,582
1,267,582
1,268,561
1,269,563
1,270,570
1,271,578
1,272,576
1,273,584
1,274,600
1,275,580
1,276,586
1,277,563
1,278,594
1,279,542
1,280,519
1,281,528
1,282,567
1,283,580
1,284,575
1,285,583
1,286,584
1,287,577
1,288,578
1,289,575
1,290,580
1,291,595
1,292,587
1,293,599
1,294,599
1,295,595
1,296,581
1,297,593
1,298,591
1,299,562
1,300,594
1,301,592
1,302,606
1,303,519
1,304,587
1,305,560
1,306,584
1,307,561
1,308,584
1,309,584
1,310,582
1,311,590
1,312,584
1,313,576
1,314,584
1,315,598
1,316,586
1,317,596
1,318,582
1,319,594
1,320,582
1,321,589
1,322,598
1,323,613
1,324,573
1,325,594
1,326,574
1,327,599
1,328,575
1,329,591
1,330,578
1,331,593
1,332,595
1,333,600
1,334,589
1,335,578
1,336,603
1,337,589
1,338,586
1,339,552
1,340,565
1,341,549
1,342,592
1,343,569
1,344,612
1,345,591
1,346,607
1,347,584
1,348,568
1,349,573
1,350,599
1,351,584
1,352,605
1,353,575
1,354,580
1,355,596
1,356,591
1,357,591
1,358,577
1,359,601
1,360,569
1,361,595
1,362,573
1,363,585
1,364,590
1,365,612
1,366,573
1,367,605
1,368,566
1,369,595
1,370,589
1,371,605
1,372,562
1,373,314
1,374,591
